Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhood  District,Location,RowID
170043296,79,17001806,Structure Fire,01/04/2017,01/04/2017,01/04/2017 07:01:39 PM,01/04/2017 07:02:03 PM,01/04/2017 07:02:39 PM,01/04/2017 07:02:45 PM,,,,Fire,01/04/2017 07:12:10 PM,0 Block of LANSING ST,San Francisco,94105,B03,35,2136,3,3,3,true,Alarm,1,MEDIC,8,3,6,Financial District/South Beach,"(37.7861452938854, -122.393956482353)",170043296-79
170043291,E36,17001805,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 07:00:43 PM,01/04/2017 07:00:43 PM,01/04/2017 07:00:59 PM,01/04/2017 07:02:13 PM,01/04/2017 07:03:57 PM,,,Code 2 Transport,01/04/2017 07:16:20 PM,10TH ST/MISSION ST,San Francisco,94103,B02,36,2341,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,South of Market,"(37.7752720593077, -122.415908181241)",170043291-E36
170043291,66,17001805,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 07:00:43 PM,01/04/2017 07:00:43 PM,01/04/2017 07:05:09 PM,01/04/2017 07:05:26 PM,01/04/2017 07:08:49 PM,01/04/2017 07:17:17 PM,01/04/2017 07:50:30 PM,Code 2 Transport,01/04/2017 08:15:50 PM,10TH ST/MISSION ST,San Francisco,94103,B02,36,2341,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,South of Market,"(37.7752720593077, -122.415908181241)",170043291-66
170043291,65,17001805,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 07:00:43 PM,01/04/2017 07:00:43 PM,01/04/2017 07:00:59 PM,,,,,Code 2 Transport,01/04/2017 07:04:49 PM,10TH ST/MISSION ST,San Francisco,94103,B02,36,2341,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,2,6,South of Market,"(37.7752720593077, -122.415908181241)",170043291-65
170043286,E43,17001804,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:59:40 PM,01/04/2017 06:59:40 PM,01/04/2017 07:01:49 PM,01/04/2017 07:03:31 PM,01/04/2017 07:04:55 PM,,,Code 2 Transport,01/04/2017 07:22:49 PM,100 Block of RUSSIA AVE,San Francisco,94112,B09,43,6126,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Excelsior,"(37.7210653413435, -122.435948975718)",170043286-E43
170043286,89,17001804,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:59:40 PM,01/04/2017 06:59:40 PM,01/04/2017 07:01:49 PM,01/04/2017 07:02:16 PM,01/04/2017 07:19:43 PM,01/04/2017 07:37:11 PM,01/04/2017 08:01:38 PM,Code 2 Transport,01/04/2017 08:43:33 PM,100 Block of RUSSIA AVE,San Francisco,94112,B09,43,6126,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,11,Excelsior,"(37.7210653413435, -122.435948975718)",170043286-89
170043272,E15,17001803,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:51:43 PM,01/04/2017 06:55:09 PM,01/04/2017 06:55:35 PM,01/04/2017 06:56:57 PM,01/04/2017 06:57:52 PM,,,No Merit,01/04/2017 07:07:59 PM,OCEAN AV/PHELAN AV,San Francisco,94112,B09,15,8472,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,7,West of Twin Peaks,"(37.7230802451635, -122.452331558779)",170043272-E15
170043272,AM16,17001803,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:51:43 PM,01/04/2017 06:55:09 PM,01/04/2017 06:55:35 PM,01/04/2017 06:56:14 PM,,,,No Merit,01/04/2017 07:04:56 PM,OCEAN AV/PHELAN AV,San Francisco,94112,B09,15,8472,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,9,7,West of Twin Peaks,"(37.7230802451635, -122.452331558779)",170043272-AM16
170043271,E28,17001802,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 06:55:02 PM,01/04/2017 06:55:02 PM,01/04/2017 06:55:10 PM,01/04/2017 06:55:54 PM,01/04/2017 06:57:20 PM,,,Code 2 Transport,01/04/2017 07:04:19 PM,GREEN ST/COLUMBUS AV,San Francisco,94133,B01,28,1266,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,1,3,Chinatown,"(37.7994898187705, -122.40901437954)",170043271-E28
170043271,77,17001802,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 06:55:02 PM,01/04/2017 06:55:02 PM,01/04/2017 06:55:10 PM,01/04/2017 06:55:29 PM,01/04/2017 07:00:17 PM,01/04/2017 07:17:33 PM,01/04/2017 07:42:21 PM,Code 2 Transport,01/04/2017 08:00:35 PM,GREEN ST/COLUMBUS AV,San Francisco,94133,B01,28,1266,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,Chinatown,"(37.7994898187705, -122.40901437954)",170043271-77
170043268,75,17001801,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:54:08 PM,01/04/2017 06:54:08 PM,01/04/2017 06:59:14 PM,01/04/2017 06:59:19 PM,01/04/2017 07:15:58 PM,01/04/2017 07:26:15 PM,01/04/2017 07:40:23 PM,Code 2 Transport,01/04/2017 08:07:11 PM,400 Block of ROLPH ST,San Francisco,94112,B09,43,6226,2,2,2,true,Non Life-threatening,1,MEDIC,1,9,11,Excelsior,"(37.7125925718784, -122.434647866227)",170043268-75
170043267,AP,17001800,Other,01/04/2017,01/04/2017,01/04/2017 06:54:08 PM,01/04/2017 06:54:08 PM,01/04/2017 06:54:08 PM,01/04/2017 06:54:08 PM,01/04/2017 06:54:08 PM,,,Fire,01/04/2017 06:54:08 PM,CALL BOX: SF INTERNATIONAL AIRPORT,,,B99,44,6913,3,3,3,false,Alarm,1,AIRPORT,1,None,None,None,"(37.6168823239251, -122.384094238098)",170043267-AP
170043265,85,17001799,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:50:15 PM,01/04/2017 06:52:51 PM,01/04/2017 06:54:34 PM,01/04/2017 06:54:38 PM,01/04/2017 07:10:39 PM,01/04/2017 07:43:57 PM,01/04/2017 08:04:25 PM,Code 2 Transport,01/04/2017 08:40:33 PM,500 Block of BEALE ST,San Francisco,94107,B03,08,2134,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,3,6,Financial District/South Beach,"(37.7857367878809, -122.389124364412)",170043265-85
170043263,E32,17001798,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:49:40 PM,01/04/2017 06:52:04 PM,01/04/2017 06:52:42 PM,01/04/2017 06:53:27 PM,01/04/2017 06:58:32 PM,,,Code 2 Transport,01/04/2017 07:11:10 PM,0 Block of HARPER ST,San Francisco,94131,B06,26,8115,2,2,2,false,Non Life-threatening,1,ENGINE,1,6,8,Glen Park,"(37.7404438654154, -122.430039074702)",170043263-E32
170043263,72,17001798,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:49:40 PM,01/04/2017 06:52:04 PM,01/04/2017 06:52:42 PM,01/04/2017 06:52:55 PM,01/04/2017 07:03:05 PM,01/04/2017 07:27:30 PM,01/04/2017 07:41:25 PM,Code 2 Transport,01/04/2017 08:22:40 PM,0 Block of HARPER ST,San Francisco,94131,B06,26,8115,2,2,2,true,Non Life-threatening,1,MEDIC,2,6,8,Glen Park,"(37.7404438654154, -122.430039074702)",170043263-72
170043261,T17,17001797,Structure Fire,01/04/2017,01/04/2017,01/04/2017 06:51:42 PM,01/04/2017 06:51:42 PM,01/04/2017 06:52:00 PM,01/04/2017 06:53:09 PM,01/04/2017 06:56:25 PM,,,Fire,01/04/2017 07:02:42 PM,GRIFFITH ST/GILMAN AV,San Francisco,94124,B10,17,6611,3,3,3,false,Alarm,1,TRUCK,2,10,10,Bayview Hunters Point,"(37.7182356436301, -122.388136869889)",170043261-T17
170043261,E17,17001797,Structure Fire,01/04/2017,01/04/2017,01/04/2017 06:51:42 PM,01/04/2017 06:51:42 PM,01/04/2017 06:52:00 PM,01/04/2017 06:53:37 PM,01/04/2017 06:55:54 PM,,,Fire,01/04/2017 07:02:41 PM,GRIFFITH ST/GILMAN AV,San Francisco,94124,B10,17,6611,3,3,3,true,Alarm,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7182356436301, -122.388136869889)",170043261-E17
170043261,B09,17001797,Structure Fire,01/04/2017,01/04/2017,01/04/2017 06:51:42 PM,01/04/2017 06:51:42 PM,01/04/2017 06:52:00 PM,01/04/2017 06:52:55 PM,,,,Fire,01/04/2017 07:00:49 PM,GRIFFITH ST/GILMAN AV,San Francisco,94124,B10,17,6611,3,3,3,false,Alarm,1,CHIEF,3,10,10,Bayview Hunters Point,"(37.7182356436301, -122.388136869889)",170043261-B09
170043246,E33,17001796,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:45:32 PM,01/04/2017 06:46:41 PM,01/04/2017 06:47:29 PM,01/04/2017 06:48:36 PM,01/04/2017 06:51:13 PM,,,Code 2 Transport,01/04/2017 07:18:44 PM,0 Block of THOMAS MORE WAY,San Francisco,94132,B08,33,8773,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,7,Lakeshore,"(37.7122646664235, -122.472932437972)",170043246-E33
170043246,56,17001796,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:45:32 PM,01/04/2017 06:46:41 PM,01/04/2017 06:47:29 PM,01/04/2017 06:47:41 PM,01/04/2017 07:02:30 PM,01/04/2017 07:21:45 PM,01/04/2017 07:53:44 PM,Code 2 Transport,01/04/2017 07:56:58 PM,0 Block of THOMAS MORE WAY,San Francisco,94132,B08,33,8773,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,7,Lakeshore,"(37.7122646664235, -122.472932437972)",170043246-56
170043240,E03,17001795,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:38:52 PM,01/04/2017 06:44:41 PM,01/04/2017 06:45:55 PM,01/04/2017 06:46:24 PM,01/04/2017 06:48:28 PM,,,No Merit,01/04/2017 06:52:26 PM,OFARRELL ST/VAN NESS AV,San Francisco,94109,B04,03,3162,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,5,Tenderloin,"(37.7847534452343, -122.421192975223)",170043240-E03
170043240,77,17001795,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:38:52 PM,01/04/2017 06:44:41 PM,01/04/2017 06:45:55 PM,01/04/2017 06:46:08 PM,,,,No Merit,01/04/2017 06:52:19 PM,OFARRELL ST/VAN NESS AV,San Francisco,94109,B04,03,3162,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,5,Tenderloin,"(37.7847534452343, -122.421192975223)",170043240-77
170043235,68,17001794,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:42:26 PM,01/04/2017 06:43:40 PM,01/04/2017 06:48:04 PM,01/04/2017 06:48:13 PM,01/04/2017 06:53:47 PM,01/04/2017 07:06:04 PM,01/04/2017 07:23:32 PM,Code 2 Transport,01/04/2017 07:55:58 PM,600 Block of 4TH ST,San Francisco,94107,B03,08,2224,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,South of Market,"(37.7773551623763, -122.395411806894)",170043235-68
170043234,KM01,17001793,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:42:52 PM,01/04/2017 06:43:32 PM,01/04/2017 06:44:17 PM,01/04/2017 06:45:12 PM,01/04/2017 06:52:38 PM,01/04/2017 07:14:19 PM,01/04/2017 07:22:26 PM,Code 2 Transport,01/04/2017 08:18:30 PM,1200 Block of HAIGHT ST,San Francisco,94117,B05,21,4353,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,5,5,Haight Ashbury,"(37.7706078159124, -122.442665735407)",170043234-KM01
170043234,E06,17001793,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:42:52 PM,01/04/2017 06:43:32 PM,01/04/2017 06:44:17 PM,01/04/2017 06:45:14 PM,01/04/2017 06:48:21 PM,,,Code 2 Transport,01/04/2017 07:00:03 PM,1200 Block of HAIGHT ST,San Francisco,94117,B05,21,4353,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,5,5,Haight Ashbury,"(37.7706078159124, -122.442665735407)",170043234-E06
170043228,E38,17001792,Gas Leak (Natural and LP Gases),01/04/2017,01/04/2017,01/04/2017 06:39:54 PM,01/04/2017 06:41:26 PM,01/04/2017 06:43:30 PM,01/04/2017 06:44:34 PM,,,,Fire,01/04/2017 06:49:11 PM,SUTTER ST/GOUGH ST,San Francisco,94109,B04,03,3223,3,3,3,false,Alarm,1,ENGINE,1,4,2,Western Addition,"(37.7871304332186, -122.425046954972)",170043228-E38
170043226,E21,17001791,Gas Leak (Natural and LP Gases),01/04/2017,01/04/2017,01/04/2017 06:40:25 PM,01/04/2017 06:41:12 PM,01/04/2017 06:41:56 PM,01/04/2017 06:43:25 PM,01/04/2017 06:46:54 PM,,,No Merit,01/04/2017 06:54:30 PM,0 Block of PARAMOUNT TER,San Francisco,94118,B07,21,4556,3,3,3,false,Alarm,1,ENGINE,1,7,1,Lone Mountain/USF,"(37.7762141292275, -122.455392870939)",170043226-E21
170043226,B07,17001791,Gas Leak (Natural and LP Gases),01/04/2017,01/04/2017,01/04/2017 06:40:25 PM,01/04/2017 06:41:12 PM,01/04/2017 06:41:56 PM,01/04/2017 06:44:13 PM,01/04/2017 06:50:23 PM,,,No Merit,01/04/2017 06:53:35 PM,0 Block of PARAMOUNT TER,San Francisco,94118,B07,21,4556,3,3,3,false,Alarm,1,CHIEF,2,7,1,Lone Mountain/USF,"(37.7762141292275, -122.455392870939)",170043226-B07
170043223,T06,17001790,Alarms,01/04/2017,01/04/2017,01/04/2017 06:39:00 PM,01/04/2017 06:40:43 PM,01/04/2017 06:40:53 PM,01/04/2017 06:42:39 PM,,,,Fire,01/04/2017 06:57:31 PM,400 Block of CLIPPER ST,San Francisco,94114,B06,11,5541,3,3,3,false,Alarm,1,TRUCK,3,6,8,Noe Valley,"(37.7488837784009, -122.43496438899)",170043223-T06
170043190,EMS6,17001788,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 06:32:58 PM,01/04/2017 06:32:58 PM,01/04/2017 06:34:28 PM,01/04/2017 06:34:28 PM,01/04/2017 06:34:28 PM,,,Code 3 Transport,01/04/2017 06:43:36 PM,EDDY ST/MASON ST,San Francisco,94102,B03,01,1453,3,3,3,false,Potentially Life-Threatening,1,CHIEF,1,3,6,Tenderloin,"(37.7843492693967, -122.409309180702)",170043190-EMS6
170043190,E03,17001788,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 06:32:58 PM,01/04/2017 06:32:58 PM,01/04/2017 06:33:45 PM,01/04/2017 06:33:59 PM,01/04/2017 06:35:38 PM,,,Code 3 Transport,01/04/2017 06:44:08 PM,EDDY ST/MASON ST,San Francisco,94102,B03,01,1453,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,Tenderloin,"(37.7843492693967, -122.409309180702)",170043190-E03
170043180,T03,17001786,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:27:36 PM,01/04/2017 06:28:12 PM,01/04/2017 06:28:28 PM,01/04/2017 06:29:50 PM,01/04/2017 06:31:47 PM,,,Code 2 Transport,01/04/2017 06:32:24 PM,200 Block of HYDE ST,San Francisco,94102,B02,03,1554,3,3,3,false,Potentially Life-Threatening,1,TRUCK,2,2,6,Tenderloin,"(37.7830590618212, -122.41571987823)",170043180-T03
170043180,E36,17001786,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:27:36 PM,01/04/2017 06:28:12 PM,01/04/2017 06:28:28 PM,01/04/2017 06:29:46 PM,,,,Code 2 Transport,01/04/2017 06:32:29 PM,200 Block of HYDE ST,San Francisco,94102,B02,03,1554,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,2,6,Tenderloin,"(37.7830590618212, -122.41571987823)",170043180-E36
170043180,65,17001786,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:27:36 PM,01/04/2017 06:28:12 PM,01/04/2017 06:28:28 PM,01/04/2017 06:28:34 PM,01/04/2017 06:31:23 PM,01/04/2017 07:05:20 PM,01/04/2017 07:05:33 PM,Code 2 Transport,01/04/2017 07:13:37 PM,200 Block of HYDE ST,San Francisco,94102,B02,03,1554,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,"(37.7830590618212, -122.41571987823)",170043180-65
170043168,T18,17001785,Structure Fire,01/04/2017,01/04/2017,01/04/2017 06:26:01 PM,01/04/2017 06:26:01 PM,01/04/2017 06:27:00 PM,01/04/2017 06:28:11 PM,,,,Fire,01/04/2017 06:31:12 PM,21ST AV/NORIEGA ST,San Francisco,94122,B08,40,7431,3,3,3,false,Alarm,1,TRUCK,2,8,4,Sunset/Parkside,"(37.7541457685622, -122.47861569327)",170043168-T18
170043168,E18,17001785,Structure Fire,01/04/2017,01/04/2017,01/04/2017 06:26:01 PM,01/04/2017 06:26:01 PM,01/04/2017 06:27:00 PM,01/04/2017 06:28:06 PM,01/04/2017 06:30:44 PM,,,Fire,01/04/2017 06:31:27 PM,21ST AV/NORIEGA ST,San Francisco,94122,B08,40,7431,3,3,3,true,Alarm,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7541457685622, -122.47861569327)",170043168-E18
170043159,KM01,17001784,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:23:41 PM,01/04/2017 06:24:29 PM,01/04/2017 06:26:05 PM,01/04/2017 06:26:52 PM,01/04/2017 06:30:51 PM,,,No Merit,01/04/2017 06:43:12 PM,600 Block of POST ST,San Francisco,94102,B01,03,1451,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,1,3,Tenderloin,"(37.7877243194386, -122.412426603479)",170043159-KM01
170043159,E03,17001784,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:23:41 PM,01/04/2017 06:24:29 PM,01/04/2017 06:26:05 PM,01/04/2017 06:27:18 PM,01/04/2017 06:28:59 PM,,,No Merit,01/04/2017 06:32:59 PM,600 Block of POST ST,San Francisco,94102,B01,03,1451,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Tenderloin,"(37.7877243194386, -122.412426603479)",170043159-E03
170043158,77,17001783,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:21:58 PM,01/04/2017 06:24:23 PM,01/04/2017 06:32:01 PM,01/04/2017 06:32:16 PM,,,,Cancelled,01/04/2017 06:39:11 PM,100 Block of GUERRERO ST,San Francisco,94103,B02,06,5214,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,8,Mission,"(37.769431688682, -122.424669373999)",170043158-77
170043154,KM04,17001781,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:21:49 PM,01/04/2017 06:23:22 PM,01/04/2017 06:23:54 PM,01/04/2017 06:25:33 PM,01/04/2017 06:35:46 PM,01/04/2017 06:56:36 PM,01/04/2017 07:10:47 PM,Code 2 Transport,01/04/2017 07:49:44 PM,2300 Block of 20TH AVE,San Francisco,94116,B08,40,7416,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,8,4,Sunset/Parkside,"(37.7439329817378, -122.476899160931)",170043154-KM04
170043154,E40,17001781,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:21:49 PM,01/04/2017 06:23:22 PM,01/04/2017 06:23:54 PM,01/04/2017 06:24:54 PM,01/04/2017 06:27:12 PM,,,Code 2 Transport,01/04/2017 06:43:52 PM,2300 Block of 20TH AVE,San Francisco,94116,B08,40,7416,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7439329817378, -122.476899160931)",170043154-E40
170043149,E28,17001780,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:19:52 PM,01/04/2017 06:22:43 PM,01/04/2017 06:31:31 PM,01/04/2017 06:35:53 PM,01/04/2017 06:35:53 PM,,,Code 2 Transport,01/04/2017 06:42:49 PM,2800 Block of TAYLOR ST,San Francisco,94133,B01,28,1521,2,3,3,false,Potentially Life-Threatening,1,ENGINE,1,1,3,North Beach,"(37.8085951440856, -122.415784810259)",170043149-E28
170043149,E02,17001780,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:19:52 PM,01/04/2017 06:22:43 PM,01/04/2017 06:31:31 PM,01/04/2017 06:33:00 PM,01/04/2017 06:36:30 PM,,,Code 2 Transport,01/04/2017 06:37:41 PM,2800 Block of TAYLOR ST,San Francisco,94133,B01,28,1521,2,3,3,true,Potentially Life-Threatening,1,ENGINE,2,1,3,North Beach,"(37.8085951440856, -122.415784810259)",170043149-E02
170043149,84,17001780,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:19:52 PM,01/04/2017 06:22:43 PM,01/04/2017 06:27:51 PM,01/04/2017 06:27:59 PM,01/04/2017 06:44:05 PM,01/04/2017 06:56:28 PM,01/04/2017 07:20:28 PM,Code 2 Transport,01/04/2017 08:02:48 PM,2800 Block of TAYLOR ST,San Francisco,94133,B01,28,1521,2,3,3,true,Potentially Life-Threatening,1,MEDIC,3,1,3,North Beach,"(37.8085951440856, -122.415784810259)",170043149-84
170043145,T02,17001779,Alarms,01/04/2017,01/04/2017,01/04/2017 06:20:42 PM,01/04/2017 06:21:07 PM,01/04/2017 06:21:19 PM,01/04/2017 06:23:32 PM,,,,Fire,01/04/2017 06:25:50 PM,600 Block of LOMBARD ST,San Francisco,94133,B01,28,1346,3,3,3,false,Alarm,1,TRUCK,3,1,3,North Beach,"(37.8028765476121, -122.412200636927)",170043145-T02
170043145,E28,17001779,Alarms,01/04/2017,01/04/2017,01/04/2017 06:20:42 PM,01/04/2017 06:21:07 PM,01/04/2017 06:21:19 PM,01/04/2017 06:22:09 PM,01/04/2017 06:23:22 PM,,,Fire,01/04/2017 06:26:02 PM,600 Block of LOMBARD ST,San Francisco,94133,B01,28,1346,3,3,3,false,Alarm,1,ENGINE,1,1,3,North Beach,"(37.8028765476121, -122.412200636927)",170043145-E28
170043145,B01,17001779,Alarms,01/04/2017,01/04/2017,01/04/2017 06:20:42 PM,01/04/2017 06:21:07 PM,01/04/2017 06:21:19 PM,01/04/2017 06:22:55 PM,01/04/2017 06:24:47 PM,,,Fire,01/04/2017 06:26:02 PM,600 Block of LOMBARD ST,San Francisco,94133,B01,28,1346,3,3,3,false,Alarm,1,CHIEF,2,1,3,North Beach,"(37.8028765476121, -122.412200636927)",170043145-B01
170043118,T11,17001778,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 06:11:41 PM,01/04/2017 06:12:39 PM,01/04/2017 06:13:47 PM,01/04/2017 06:15:27 PM,01/04/2017 06:18:27 PM,,,Code 3 Transport,01/04/2017 07:32:48 PM,2800 Block of MISSION ST,San Francisco,94110,B06,11,5529,3,3,3,false,Potentially Life-Threatening,1,TRUCK,4,6,9,Mission,"(37.7514352757454, -122.41843553803)",170043118-T11
170043118,RS2,17001778,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 06:11:41 PM,01/04/2017 06:12:39 PM,01/04/2017 06:13:47 PM,01/04/2017 06:15:47 PM,01/04/2017 06:18:51 PM,,,Code 3 Transport,01/04/2017 07:00:00 PM,2800 Block of MISSION ST,San Francisco,94110,B06,11,5529,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,6,6,9,Mission,"(37.7514352757454, -122.41843553803)",170043118-RS2
170043118,RS1,17001778,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 06:11:41 PM,01/04/2017 06:12:39 PM,01/04/2017 06:29:50 PM,01/04/2017 06:31:04 PM,01/04/2017 06:37:22 PM,,,Code 3 Transport,01/04/2017 07:03:46 PM,2800 Block of MISSION ST,San Francisco,94110,B06,11,5529,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,7,6,9,Mission,"(37.7514352757454, -122.41843553803)",170043118-RS1
170043118,RC3,17001778,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 06:11:41 PM,01/04/2017 06:12:39 PM,01/04/2017 06:13:47 PM,01/04/2017 06:15:26 PM,01/04/2017 06:54:34 PM,01/04/2017 06:54:36 PM,01/04/2017 07:12:47 PM,Code 3 Transport,01/04/2017 07:18:37 PM,2800 Block of MISSION ST,San Francisco,94110,B06,11,5529,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,8,6,9,Mission,"(37.7514352757454, -122.41843553803)",170043118-RC3
170043118,E11,17001778,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 06:11:41 PM,01/04/2017 06:12:39 PM,01/04/2017 06:13:47 PM,01/04/2017 06:14:54 PM,01/04/2017 06:16:54 PM,,,Code 3 Transport,01/04/2017 08:03:07 PM,2800 Block of MISSION ST,San Francisco,94110,B06,11,5529,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,9,Mission,"(37.7514352757454, -122.41843553803)",170043118-E11
170043118,B06,17001778,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 06:11:41 PM,01/04/2017 06:12:39 PM,01/04/2017 06:13:47 PM,01/04/2017 06:15:25 PM,01/04/2017 06:16:54 PM,,,Code 3 Transport,01/04/2017 07:35:16 PM,2800 Block of MISSION ST,San Francisco,94110,B06,11,5529,3,3,3,false,Potentially Life-Threatening,1,CHIEF,2,6,9,Mission,"(37.7514352757454, -122.41843553803)",170043118-B06
170043118,88,17001778,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 06:11:41 PM,01/04/2017 06:12:39 PM,01/04/2017 06:15:45 PM,01/04/2017 06:15:45 PM,01/04/2017 06:17:54 PM,01/04/2017 06:54:41 PM,01/04/2017 07:12:41 PM,Code 3 Transport,01/04/2017 07:13:33 PM,2800 Block of MISSION ST,San Francisco,94110,B06,11,5529,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,6,9,Mission,"(37.7514352757454, -122.41843553803)",170043118-88
170043118,71,17001778,Traffic Collision,01/04/2017,01/04/2017,01/04/2017 06:11:41 PM,01/04/2017 06:12:39 PM,01/04/2017 06:13:47 PM,01/04/2017 06:13:50 PM,01/04/2017 06:18:38 PM,,,Code 3 Transport,01/04/2017 07:17:55 PM,2800 Block of MISSION ST,San Francisco,94110,B06,11,5529,3,3,3,true,Potentially Life-Threatening,1,MEDIC,5,6,9,Mission,"(37.7514352757454, -122.41843553803)",170043118-71
170043117,E21,17001777,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:12:35 PM,01/04/2017 06:12:35 PM,01/04/2017 06:13:03 PM,01/04/2017 06:14:46 PM,01/04/2017 06:15:40 PM,,,Code 2 Transport,01/04/2017 06:24:55 PM,1400 Block of FULTON ST,San Francisco,94117,B05,21,4243,3,3,3,false,Potentially Life-Threatening,1,ENGINE,2,5,5,Hayes Valley,"(37.7764852873479, -122.440655338786)",170043117-E21
170043117,74,17001777,Medical Incident,01/04/2017,01/04/2017,01/04/2017 06:12:35 PM,01/04/2017 06:12:35 PM,01/04/2017 06:13:03 PM,01/04/2017 06:13:09 PM,01/04/2017 06:14:52 PM,01/04/2017 06:37:29 PM,01/04/2017 06:59:24 PM,Code 2 Transport,01/04/2017 07:25:54 PM,1400 Block of FULTON ST,San Francisco,94117,B05,21,4243,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,5,5,Hayes Valley,"(37.7764852873479, -122.440655338786)",170043117-74
